paper_i,paper_j 
0109102,0005031
0109102,9908142
0109100,9907200
0109100,9911116
0109100,9902098
0109100,9202087
0109100,0002211
0109100,9805019
0109100,9407190
9505093,9301080
9505093,9204019
9505093,9206096
9505093,9208013
9505093,9210060
9703016,9510086
9703016,9702136
9703016,9611042
9703016,9608117
9703016,9702108
9703016,9611050
9703016,9612087
9703016,9607201
9703016,9610041
9703016,9612121
9703016,9609176
9703016,9612223
9703016,9602052
9703016,9612251
0006215,9806008
0006215,9811193
0006215,0005217
0006215,9809147
0006215,0004111
0006215,9812163
0006215,9912232
0006215,0001071
0006215,9604090
0006215,9905137
0006215,9909058
0006215,0001082
0006215,0001159
0006215,0003020
0006215,9603133
0006215,9805157
0006210,0004115
0006210,0003137
0006210,0003145
0006210,0004085
0006210,0005129
0006210,0003180
0006210,0002067
0006210,0005208
0006210,0003176
0006210,0003216
0006210,0003215
0006210,0004080
0006210,0005272
0006210,0006014
0006210,0004183
0006210,0003227
0006210,0004013
0006210,0003007
0006210,9912167
0006210,9912140
0006218,9307155
0006218,9310167
0006218,9806062
0006218,9909094
0006218,9609192
0006219,9901146
0006219,9908040
0006219,0005006
0006219,9804188
0006219,0003136
0006219,0005204
0006219,0004074
0006219,9810072
0006219,9803067
0006219,0006071
0006219,9911041
0006219,9307012
0006219,9910194
0006219,0002158
0006219,0005031
0006219,9802068
0006219,9208027
0006219,9209003
0006219,0003160
0006219,9903224
0006219,9207011
0006219,9910004
0006219,0004147
0006219,9908142
0009096,0003262
0009096,9908189
0009096,9806194
0009096,9506136
0009096,9705240
0009096,0007007
0009096,9611160
0009096,0005152
0009096,0005183
0009096,9303160
0009096,9802150
0009096,9911163
0009096,9903219
0009096,9707090
0009096,9807091
0009096,9711200
0009096,9807034
0009096,9903162
0009090,9908142
0009090,0008013
0009090,9402113
0009090,0007153
0009090,9811237
0009090,0009038
0009090,0003160
0009090,9912249
0009090,0008033
0009090,0005006
0009090,0005036
0009090,0005031
0009090,0002237
0009090,0003101
0009090,9912274
9612095,9601029
9612095,9510086
9612095,9609181
9612095,9605216
9612095,9605077
9612095,9609212
9612095,9609056
9612095,9604035
9612095,9611047
9612095,9611050
9612095,9604189
9612095,9604091
9612095,9602052
9612095,9604168
9612096,9603127
9612096,9602022
9612096,9410167
9612096,9611042
9612096,9506126
9612096,9603081
9612096,9511030
9612096,9512062
9612096,9610041
9612096,9608024
9612096,9505073
9612096,9602052
9612096,9204083
9712241,9612096
9712241,9305090
9712241,9411210
9712241,9609017
9712241,9504027
9712241,9712117
9712241,9512078
9503127,9503057
9503127,9401139
9503127,9410167
9503127,9408083
9503127,9502057
9503127,9502002
0209004,0202111
0209004,0202186
0209004,0206045
0209004,0208042
0209004,9907029
0209004,0207257
0209004,0202109
0209004,9802042
0209004,0202157
0209004,0203124
0209004,0008172
0209004,0206033
0209004,0112044
0209004,0202021
0209004,0205258
0209004,0205314
0209004,0208187
0209002,0202021
0209002,0208178
0209002,0206167
0209002,0206065
0209002,0206248
0209002,0205321
0209002,0202109
0209002,0205279
0209002,0205089
0209002,0206059
0209002,0206005
0209002,0205311
0209002,0112044
0209002,0204146
0209002,0205048
0209003,0102099
0209003,0104056
0209003,0009187
0209003,9610151
0209003,9701093
0209003,9505073
0209003,0112012
0209003,0108133
0209003,0012178
9710085,9511126
9710085,9207042
9710085,9703166
9710085,9708089
9710085,9702099
9710085,9701149
9710085,9604034
9710085,9609239
9710085,9611230
9710085,9505105
9710085,9706099
9710085,9706079
9710085,9710034
9710085,9611209
9603099,9510097
9603099,9510041
9603099,9411099
9603099,9410167
9603099,9602043
9603099,9508058
9603099,9505052
9603099,9206016
9603099,9601029
9603099,9406067
9603099,9512031
9603099,9508068
9603099,9601177
9603099,9210031
9603099,9507160
9603099,9507090
9603090,9205027
9603090,9602043
9603090,9511108
9603090,9209016
9603090,9207091
9603090,9601029
9603090,9508094
9603090,9512031
9603090,9201029
9603090,9506113
9603090,9603061
9506037,9503057
9506037,9503127
9506037,9410167
9506037,9408083
9506037,9502002
9506037,9412072
9506037,9504027
0204174,0202111
0204174,0203140
0204174,0202179
0204174,0203164
0204174,0203082
0204174,0203229
0204174,0203124
0204174,0204146
0204174,0204147
0204174,0203093
0204174,0202186
0204174,0204004
0204174,0204001
0204174,0110146
0204174,0204002
0204174,0203257
0204174,0112044
0204174,0203018
0204174,0204026
0204174,0204025
0204174,0202021
0204174,9907206
0204174,0203231
0204174,0202109
0204174,0203134
0204174,9902210
0204174,0203249
0204174,0203186
0204174,0203028
0204174,0202157
0204174,0202153
0204174,0204054
0204174,0204033
9610068,9606185
9610068,9602052
9610068,9603061
9610068,9411187
9610068,9601029
9610068,9605091
9610068,9607149
9610068,9601177
9610068,9605016
9610068,9603109
9610068,9504147
9610068,9506200
9610068,9602043
9803163,9703166
9803163,9611159
9803163,9604035
9803163,9702202
9803163,9606139
9803163,9703127
9803163,9512059
9803163,9609217
9803163,9705040
9803163,9712162
9803163,9701166
9803166,9712201
9803166,9710178
9803166,9611042
9803166,9703030
9803166,9703016
9803166,0101093
9803166,9802068
9803166,9803067
9803167,9803119
9803167,9803023
9803167,9803138
9803167,9803111
9803167,9803135
9803167,9803131
9803167,9711138
9803167,9703031
9803167,9702076
9803167,9704151
9803167,9711200
9803167,9803137
9803167,9802150
9803167,9803061
9803167,9803060
9803167,9803109
9803167,9803028
9803167,9802042
9803167,9803001
9803167,9802047
9803167,9803085
9803167,9803082
9803167,9802198
9803167,9708005
9803167,9705117
9803167,9703040
9803167,9803051
9803167,9803076
9803167,9803077
9803167,9803039
9803168,9605200
9803168,9604097
9803168,9512059
9803168,9604178
9803168,9602022
9803168,9603150
9803168,9601036
9803168,9606133
9803168,9711082
9803168,9506126
9803168,9606176
9803168,9803141
9803168,9605150
9803168,9802194
9803168,9610111
9803168,9511030
9803168,9604129
9803168,9703157
9803168,9606049
9803168,9608053
9803168,9410167
9803168,9602114
9803168,9706158
9803168,9712028
9803168,9603161
9803168,9702061
9803168,9605184
9803168,9607057
9803168,9603003
0107215,9906087
0107215,0104169
0107215,0104168
0107215,0006062
0107215,0006023
0107215,0009140
0107215,9802042
0107215,9809022
0107215,0009009
0107215,9908019
0107215,0007168
0107215,9911057
0107215,0012093
0107215,0008073
0107215,0005073
0107215,0007106
0107212,0103112
0107212,0002154
0107212,0106249
0107212,9905111
0107212,9412147
0107212,9912007
0107212,9811047
0107212,0107084
0107212,0103230
0107212,9912250
0107212,9901121
0107212,0009106
0107212,9812067
0107212,0105218
0107212,0104016
0107212,9711200
0107212,9803171
0107212,9910011
0107212,0005182
0107212,9910016
0107212,9802150
0107212,0003038
0107212,0106238
0107212,9905020
0107212,0003203
0107212,9911222
0107212,9807098
0107212,0105254
0107212,9905085
0107212,0005151
0107212,0107071
0107212,0004102
0107212,0010137
0107212,9908163
0107212,9908160
0107212,0005135
0107212,9906188
0107212,9907088
0107212,9804058
0107212,0011086
0107212,0006103
0107213,0102172
0107213,0106014
0107213,0011146
0107213,9808075
0107213,0010088
0107213,9905104
0107213,9903026
0107213,0007191
0107213,9903109
0107213,0012034
0107213,0002159
0107213,9711200
0107213,0101043
0107213,9902125
0107213,9805131
0107213,9803001
0107213,9802150
0107213,9807080
0107213,9911096
0107213,9903029
0011131,9606185
0011131,9909176
0011131,9909215
0011131,9909214
0011131,9909059
0011131,9905174
0011131,0002158
0011131,0008042
0011131,0001213
0011131,9605234
0011131,0005007
0011131,0008205
0011131,9911137
0011131,0008144
0011131,0009196
0011131,9912165
0011131,9702076
0011131,9711200
0011131,9802150
0011131,9805082
0011131,0010122
0011131,0010256
0011131,9510134
0011131,9910053
0011131,0006219
0011131,9904095
0011131,9911041
0011131,0009101
0011131,0008075
0011131,9703040
0011131,0008013
0011131,0010204
0011131,9910004
0011131,9910052
0011131,0004147
0011131,0010116
0011131,9908142
0011130,9605154
0011130,0006047
0011130,9510225
0011130,9608039
0011130,9601108
0011130,9602010
0011130,9812205
0011130,9601014
0011130,9906200
0011130,9907026
0011130,9912151
9801151,9206106
9801151,9303145
0207089,0109213
0207089,0209034
0207089,0105204
0207089,0206057
0207089,9806146
0207089,0009061
0207089,0204144
0207089,9802067
0207089,9810188
0207089,9911116
0207089,0204203
0207089,9909062
0207089,0204158
0207089,0002223
0207089,0204071
0111266,9905111
0111266,0111127
0111266,0108013
0111266,9412184
0111266,0105320
0111266,0008054
0111266,0108055
0111266,0106058
0111266,0109054
0111260,9307183
0111260,0107242
0111260,9203069
0111260,0003184
0111260,9402039
0111260,9606130
0111260,0103064
0111260,0107160
0111260,0105046
0111260,9310004
0111260,9611160
0111260,9711155
0111260,9303160
0111260,9807091
0111260,9707090
0111260,9910156
0111260,0111228
0111260,0102156
0111260,0003029
0101219,0003187
0101219,9709220
0101219,0005145
0101219,9911136
0101219,0008203
0101219,0003280
0101219,0003037
0101219,0011033
0101219,9303143
0101219,9910053
0101219,9904095
0101219,0008186
0101219,0005159
0101219,9909022
0101219,9904133
0101219,0012137
0101219,9812239
0101219,9210065
0101219,0009189
0101219,9908040
0101219,9707228
0101219,0007157
0101219,9908142
0206060,0010060
0206060,0010090
0206060,0103256
0206060,0009142
0206060,0007043
0206060,9505175
0206060,0103192
0206060,0008023
0206060,0109084
0206060,0104017
0206060,0003160
0206060,0007255
0206060,0106180
0206060,0101102
0206060,0007078
0206060,0105087
0206060,0109162
0206060,0107121
0206060,0109102
0206060,0102076
0206060,0101145
0206063,9911115
0206063,9203026
0206063,9807033
0206063,9905015
0206063,9904087
0206063,0008031
0206063,9510129
0206063,9905209
0206063,0109070
0206063,9802068
0206063,0109121
0206063,0106048
0206063,9909073
0206063,9908020
0206063,9305068
0206063,0010006
0206063,9702094
0206063,9805172
0206063,9804009
0206063,9510183
0206063,9711200
0206063,9712135
0206063,0006011
0206063,9802150
0206063,9908035
0206063,9707093
0206063,9704114
0206063,9906193
0206063,0010119
0206063,9610156
0206063,9707079
0206063,0110240
0206063,9908142
0206063,9708041
0206063,9808157
0206063,9901128
0206063,0003272
0206063,0108007
0206063,9910053
0206063,9511030
0206063,9807098
0206063,9810243
0206063,9501075
0206063,0201075
0206063,0102007
0206063,9512043
0206063,9908201
0206063,0004186
0206063,9509066
0206063,9609104
0206063,9807097
0206063,9701093
0206063,0007157
0206063,0011247
0206063,9804123
0206063,0007170
0206063,9912083
0206063,9912047
0206063,0102045
0206063,9609041
0206063,9905111
0206063,0010017
0206063,0008092
0206063,9803251
0206063,9701170
0206063,9804058
0206063,9602052
0206063,9902018
0206063,0202197
0206063,0106061
0206062,0202111
0206062,0203140
0206062,0006043
0206062,0203164
0206062,0204146
0206062,0203082
0206062,9905111
0206062,0205244
0206062,0203229
0206062,0203124
0206062,0205174
0206062,0205221
0206062,0206020
0206062,0202179
0206062,0204147
0206062,0205015
0206062,0205311
0206062,0206029
0206062,0204051
0206062,0205134
0206062,0203249
0206062,0202186
0206062,0204004
0206062,0205303
0206062,0205302
0206062,9805171
0206062,0203018
0206062,0205321
0206062,0204196
0206062,0205266
0206062,0204001
0206062,0206005
0206062,0205200
0206062,0203257
0206062,0112044
0206062,0204200
0206062,0204026
0206062,0204025
0206062,0202021
0206062,0206010
0206062,0205291
0206062,0203255
0206062,0203093
0206062,0205296
0206062,0203231
0206062,0202109
0206062,0204226
0206062,0203134
0206062,0205020
0206062,0206033
0206062,0205008
0206062,0205218
0206062,0205106
0206062,0204174
0206062,0205109
0206062,0205089
0206062,0205006
0206062,0204054
0206062,0205048
0206062,0205254
0206062,0205213
0206062,0205066
0206062,0203186
0206062,0203028
0206062,0205258
0206062,0205279
0206062,0202157
0206062,0202153
0206062,0204234
0206062,0204033
0206062,0205185
0206062,0205067
0206065,0202021
0206065,0204004
0206065,0203164
0206065,0202109
0206065,0205279
0206065,0205066
0206065,0205089
0206065,0206005
0206065,9711200
0206065,9807098
0206065,0112044
0206065,0205048
0206065,9802150
0206065,0205311
0206065,0204026
0206065,0206221
0105227,9911116
0105227,0011009
0105227,0104099
0105227,0103056
0105227,0009061
0105227,0012081
0105227,0010045
0105227,9904207
0105227,0105059
0105227,9711200
0105227,0105098
0105227,0012198
0105227,9802150
0105227,0010108
0105227,0012072
0105227,0002223
0105227,0011033
0105227,9303143
0105227,0012210
0105227,0103085
0105227,9909062
0105227,0005031
0105227,9912249
0105227,0105168
0105227,9906055
0105227,9208027
0105227,9210065
0105227,0104164
0105227,9707160
0105227,0010240
0105227,0003101
0210035,0202021
0210035,0202179
0210035,0202131
0210035,0107002
0210035,0206107
0210035,0205134
0210035,0105309
0210035,0206166
0210035,9703030
0210035,0103090
0210035,9711200
0210035,0203257
0210035,0112044
0210035,0112064
0210035,9712117
0210035,9802068
0210035,9805045
0210035,0204025
0210035,0209226
0210035,0203231
0210035,0202109
0210035,0006236
0210035,0008030
0210035,0010072
0210035,0203186
0210035,0203028
0210035,0204196
0210035,0204054
0210035,0203249
0210035,9908142
0210035,0112178
9609082,9511058
9609082,9602102
9609082,9602022
9609082,9508064
9609082,9606133
9609082,9508155
9609082,9607057
9609082,9606148
9609082,9512196
9609082,9204060
9609082,9410167
9609082,9604097
9609082,9505105
9609082,9603150
9609082,9604164
9609082,9605150
9609082,9602010
9609082,9606009
9609082,9603113
9609082,9512138
9609082,9205004
9609087,9211021
9609087,9308023
9609087,9407005
9609087,9203033
9609085,9206044
9609085,9602105
9609085,9604118
9609085,9204099
9609085,9209055
9609085,9302078
9609085,9210013
9609085,9506206
9609084,9606185
9609084,9510134
9609084,9201059
9609084,9512078
9609084,9604134
9609084,9506200
9609084,9605224
9609084,9205027
9609084,9602043
9609084,9411219
9609084,9603090
9609084,9512031
9609084,9601177
9609084,9601152
9609084,9606016
9609084,9607026
9609084,9511053
9609084,9605091
9609084,9504147
9609084,9605234
9609084,9507090
9609084,9603126
9609084,9602052
9609084,9603086
9609084,9601029
9609084,9512127
9609084,9604055
9609084,9606113
9609084,9202014
9609084,9602071
0002126,9809022
0002126,0002091
0002126,9802042
0002126,9912001
0002126,9912013
0002126,9711200
0002126,9910099
0002126,9807137
0002126,9802150
0002126,9912155
0002126,9808017
0002126,9903238
0002125,9905111
0002125,9203018
0002125,9806087
0002125,9901149
0002125,9912001
0002125,9708005
0002125,9711200
0002125,9909121
0002125,0001041
0002125,9903143
0002125,0001177
0002125,9802150
0002125,0001122
0002125,0001131
0002125,9302047
0002125,9604089
0002125,9903269
0002125,9903238
9812144,9708003
9812144,9701149
9812144,9811024
9812144,9611203
9812144,9610148
9812144,9711203
9812144,9412184
9812144,9811145
9812144,9710007
9812144,9611159
9812144,9705040
9812144,9612080
9812144,9701166
9812144,9712059
0007018,9905111
0007018,9908088
0007018,9905094
0007018,9604090
0007018,0001131
0007018,9909134
0007018,0003136
0007018,9903038
0007018,9805171
0007018,9902208
0007018,9711200
0007018,9611230
0007018,9903213
0007018,9903214
0007018,9802150
0007018,0005246
0007018,0004077
0007018,9707093
0007018,9804027
0007018,9707079
0007018,9907206
0007018,9907100
0007018,9802042
0007018,0002160
0007018,9904017
0007018,9909101
0007018,9906194
0007018,9902210
0007018,9806087
0007018,9601108
0007018,0001002
0007018,9712117
0007018,9903224
0007018,9903269
0007018,0004009
0007018,0003213
0007018,9905155
0007018,9911253
0007018,9902170
0007018,9911161
0103188,0010090
0103188,0006062
0103188,0006023
0103188,9909215
0103188,9704089
0103188,0005026
0103188,9912106
0103188,0010169
0103188,0005204
0103188,9611047
0103188,9709220
0103188,9712077
0103188,9812144
0103188,0006112
0103188,0007215
0103188,9612204
0103188,9510086
0103188,9909202
0103188,0007147
0103188,9608024
0103188,0011283
0103188,0011282
0103188,0102056
0103188,0009182
0103188,9702136
0103188,9705117
0103188,9611174
0103188,9903165
0103188,0012183
0103188,0007052
0103188,0011236
0103188,9804115
0103188,9908142
0103183,9707224
0103183,9703210
0103183,0005090
0103183,9712028
0103183,0102095
0103183,0007012
0103183,9805112
0103183,9805141
0103183,9902160
0103183,0003025
0103183,9705199
0103183,9801020
0103187,9905111
0103187,0103111
0103187,9812092
0103187,9909134
0103187,9909070
0103187,0007234
0103187,0004030
0103187,9903033
0103187,9711200
0103187,9802150
0103187,9806159
0103187,0007062
0103187,9901134
0103187,9904179
0103187,9909047
0103187,0006232
0103187,0010004
0103187,9904017
0103187,0011182
0103187,9806087
0103187,0010054
0103187,9805096
0103187,9804058
0103187,9806217
9406008,9205041
9406008,9304026
9406008,9201014
9406008,9202039
9406008,9204060
9406008,9301042
9406008,9301043
9406008,9203084
9406008,9205004
0103233,0007044
0103233,9806051
0103233,9806120
0103233,9901055
0103233,0011167
0103233,9702103
0103233,9701037
0103233,9812224
0103233,9904017
0103233,9611159
0103233,9804208
0103233,9911011
0103233,9909134
0103233,9909070
0103233,0001071
0103233,9803235
0103230,0002170
0103230,0002154
0103230,9812067
0103230,9908163
0103230,0003096
0103230,0010137
0103230,9911222
0103230,0009106
0103230,9711200
0103230,9807098
0103230,9906188
0103230,0005182
0103230,9811152
0103230,0011040
0103230,9802150
0103230,0003203
0103230,9811257
0103230,9811047
0103230,9903196
0103230,9807097
0103231,9412138
0103231,9612146
0103231,0002111
0103231,9204072
0103231,9711200
0103231,9501071
0103231,9902052
0103231,9808016
0008208,9607168
0008208,9402038
0008208,9605009
0103235,0006222
0103235,0010064
0103235,9802150
0103235,9809033
0103235,0009140
0103235,9408134
0103235,9904094
0103235,9711200
0103235,9903208
0103235,9805126
0103235,9902032
0103235,9911004
0008205,9901004
0008205,0006062
0008205,0003180
0008205,9909214
0008205,9909059
0008205,0008042
0008205,9705120
0008205,0008090
0008205,0002186
0008205,0008002
0008205,9901080
0008205,0006014
0008205,0003227
0008205,0006112
0008205,9902101
0008205,9608024
0008205,0004183
0008205,0005210
0008205,0003145
0008205,9911041
0008205,0003216
0008205,0003215
0008205,9910004
0008205,0004147
0008205,9908142
0008203,9904207
0008203,0006196
0008203,9711078
0008203,9908105
0008203,0006239
0008203,9907100
0008203,9802042
0008203,9910053
0008203,9308139
0008203,9902059
0008203,9908142
0008203,0008015
0008203,9804085
0008203,0004072
0008203,0007011
0008203,0008088
0008203,9607235
9903152,9401139
9903152,9710163
9903152,9803019
9903152,9806068
9903152,9402031
9903152,9509123
9903152,9303038
9903152,9210021
9903152,9512040
0108176,0104238
0108176,9611042
0108176,9703030
0108176,0003280
0108176,9808188
0108176,9707261
0108176,0005145
0108176,0107002
0108176,0012072
0108172,0010093
0108172,0008102
0108172,0106020
0108172,0106022
0108172,0106191
0108172,9903033
0108172,9912187
0108172,9711200
0108172,9904010
0108172,0106151
0108172,0001122
0108172,0008074
0108172,0007177
0108172,0009015
0108172,0105048
0108172,0009160
0108172,9805096
0108172,0010014
0108172,0103078
0108172,0106247
0108172,0108013
0108172,0012143
0108172,0104227
0108172,0103171
0108172,0105117
0108172,0105249
0108172,0010004
0108172,0104159
0108172,0105052
0108172,0003052
0108172,9802150
0108172,0007064
0108172,0007062
0108172,0107160
0108172,9904179
0108172,0106184
0108172,0006232
0108172,0011115
0108172,0106076
0108172,0105256
0108172,0101073
0108172,0008151
0108172,9806146
0108172,0104141
0108172,0106086
0108172,0007205
0108172,0103111
0108172,0101164
0108172,0105070
0108172,0106100
0108172,0007234
0108172,0005127
0108172,0101003
0108172,0101083
0108172,9806159
0108172,0002145
0108172,9605150
0108172,0103108
0108172,0106054
0108172,0106058
0108172,0106113
0108172,0005032
0108172,0009059
0108172,9908065
0108172,9806087
0108172,0010054
0108172,0010286
0108172,0105160
0108172,0103187
0108172,0102113
0108172,0001192
0108172,0004126
0108172,9905111
0108172,0106127
0108172,0107067
0108172,0107134
0108172,0103239
0108172,0102042
0108172,0001041
0108172,0004056
0108172,9905046
0108172,0011156
0108172,0011153
0108172,0107233
0108172,0103241
0108172,0102077
0108172,0105214
0108172,0008190
0108172,0102035
0108172,0102138
0108172,9611222
0108179,0108133
0108179,9811195
0108179,0002176
0108179,0004188
0108179,0007184
0108179,9201007
0108179,0008221
0108179,9909015
0108179,9612131
0108179,0107204
0108179,0012178
9701191,9612207
9701191,9611197
9701191,9611088
9701191,9510222
9701191,9510228
9701191,9402044
9701191,9509066
9701191,9610139
0001168,9902205
0001168,9510224
0001168,9802007
0001168,9710239
0001168,9703166
0001168,9508155
0001168,9303139
0001168,9906235
0001168,9402021
0001168,9711156
0001168,9906240
0001168,9603140
0001168,9505105
0001168,9903087
0001168,9701123
0001168,9612121
0001168,9706050
0001168,9909224
0001168,9512161
0001168,9903088
0001168,9604078
9612119,9510086
9612119,9410167
9612119,9602114
9612119,9610074
9612119,9602022
9612119,9608061
9612119,9604139
9612119,9603150
0205103,0211090
0205103,0110234
0205103,0204144
0205103,0112226
0205103,0110007
0205103,9806146
0205103,9802150
0205103,0112066
0205103,9301043
0205103,0109213
0205103,0111093
0205103,0112253
0205103,0106113
0205103,0207104
0205103,0207245
0205103,0204112
0205103,9903224
0205103,0010207
0205103,0204071
0205103,0110274
0205103,0202193
0205103,0111217
0205101,9808149
0205101,9911039
0205101,9201017
0205101,9201039
0205101,0202187
0205101,0106113
0205101,0204261
0205101,9711200
0205101,9205046
0205101,0110007
0205101,0203031
0205101,0007146
0205101,0108187
0205101,0204189
0205101,0111180
0205101,0204158
0205101,0204091
0205101,0007018
0205101,0002094
0205101,9205037
0205101,0106209
0205101,0102077
0205100,9905111
0205100,0011146
0205100,0011023
0205100,9807164
0205100,0007191
0205100,0002159
0205100,0009156
0205100,9706109
0205100,0008142
0205100,0009139
0205100,9807080
0205100,9706127
0205100,0011193
0205100,0010048
0205100,9803001
0205100,0010088
0205100,0009211
0205100,9711200
0205100,9805131
0205100,9706082
0205100,9805112
0205100,9610205
0205100,0111078
0205100,0003037
0205100,0105097
0205100,0107057
0205100,0108101
0205100,0103163
0205100,9808075
0205100,9905104
0205100,0012011
0205100,9802150
0205100,0110050
0205100,9912266
0205100,0202056
0205100,9905226
0205100,0102172
0205100,9707244
0205100,9809022
0205100,9703166
0205100,9806087
0205100,0112119
0205100,9902197
0205100,0011041
0205100,9911096
0205100,9805129
0205100,0010010
0205100,9810201
0205106,9905111
0205106,0203186
0205106,0203082
0205106,0203229
0205106,9905094
0205106,0105038
0205106,9902208
0205106,9711200
0205106,0203255
0205106,0203257
0205106,0112044
0205106,9805112
0205106,9802150
0205106,9806159
0205106,0204025
0205106,0202021
0205106,0203231
0205106,0202109
0205106,0205020
0205106,0012234
0205106,0112198
0205106,0204174
0205106,0205048
0205106,9902210
0205106,9702163
0205106,9904073
0205106,0203028
0205106,9805096
0205106,9911253
0205106,0204054
0205106,0203249
0205106,9911161
0205104,9905111
0205104,9907200
0205104,9904063
0205104,9812066
0205104,9910067
0205104,9904137
0205104,0111119
0205104,0101113
0205104,9711200
0205104,0112177
0205104,9901095
0205104,9904109
0205104,9802150
0205104,9911066
0205104,0106021
0205104,9906142
0205104,0106149
0205104,9907113
0205109,0202111
0205109,0203140
0205109,0202179
0205109,0203164
0205109,0203082
0205109,9907219
0205109,0203229
0205109,0203124
0205109,0204200
0205109,0204146
0205109,0204147
0205109,0205015
0205109,0202186
0205109,0204004
0205109,0204001
0205109,0204002
0205109,0203255
0205109,0203257
0205109,0203018
0205109,0204026
0205109,0204025
0205109,0202021
0205109,0203093
0205109,0203231
0205109,0202109
0205109,0204226
0205109,0203134
0205109,0205020
0205109,0205008
0205109,0204174
0205109,0205089
0205109,0205006
0205109,0204054
0205109,0205048
0205109,0203249
0205109,9908162
0205109,0205066
0205109,0205067
0205109,0203028
0205109,0204196
0205109,0202157
0205109,0203186
0205109,0202150
0205109,0202153
0205109,0204234
0205109,0204033
0205109,0204051
0205108,0106014
0205108,0201028
0205108,0201029
0205108,9704185
0205108,9611230
0205108,9512059
0205108,9604090
0205108,0103170
0205108,0112197
0205108,0001133
0205108,9906070
0205108,0105097
9905137,9806008
9905137,9811193
9905137,9602045
9905137,9202059
9905137,9812163
9905137,9806044
9905137,9604041
9905137,9803076
9905137,9611050
9905137,9502077
9905137,9809147
9905137,9205068
9905137,9806143
9905137,9606036
9905137,9605028
9905137,9603133
9905137,9805157
9905134,9903242
9905134,9812067
9905134,9812087
9905134,9807150
9905134,9810244
9905134,9711200
9905134,9807090
9905134,9803171
9905134,9904198
9905134,9802067
9905134,9805082
9905134,9807115
9905134,9810201
9905134,9807080
9905134,9605032
9905134,9803039
9905134,9810226
9603118,9406198
9603118,9410167
9603118,9511108
9603118,9504047
9603118,9504027
9603118,9207053
9603118,9511213
9603118,9505073
9603118,9501030
9603118,9506126
9603116,9510225
9603116,9601036
9603116,9512181
9603116,9508154
9603116,9512062
9603116,9511030
9603116,9512196
9603116,9512059
9603116,9207094
9603116,9603003
9603116,9602052
9603113,9602052
9603113,9602022
9603113,9511228
9603113,9601036
9603113,9505162
9603113,9508154
9603113,9510086
9603113,9512196
9603113,9410167
9603113,9505105
9603113,9508064
9603113,9603003
9603113,9602010
9603113,9602114
9603113,9603033
0111069,0010090
0111069,9911116
0111069,0006240
0111069,9912254
0111069,9912274
0111069,0106048
0111069,9609017
0111069,0108150
0111069,0105059
0111069,0007153
0111069,0002237
0111069,0006071
0111069,0008252
0111069,0005031
0111069,0106036
0111069,0105168
0111069,0105184
0111069,0003160
0111069,0102112
0111069,0010034
0111069,0102076
0111069,9908142
0111069,0110136
0111060,0107177
0111060,0011190
0111060,9904181
0111060,0103115
0111060,0105049
0111060,0007191
0111060,0003286
0111060,0110034
0111060,0012034
0111060,0109025
0111060,9805112
0111060,0008142
0111060,0105019
0111060,0106055
0111060,0109177
0111060,9908120
0111060,9908006
0111062,9905111
0111062,9705120
0111062,9801182
0111062,0110173
0111062,0105121
0111062,9911221
0003289,9905111
0003289,9906201
0003289,9906224
0003289,9709099
0003289,9709087
0003289,9809055
0003289,9705120
0003289,9809032
0003289,9711200
0003289,9910117
0003289,9910011
0003289,9811120
0003289,9909082
0003289,9802150
0003289,9705053
0003289,9906194
0003289,9905020
0003289,9906030
0003289,9905104
0003289,9612087
0003289,9803023
0003289,9708005
0003289,9807098
0003289,9912288
0003289,9608024
0003289,9905085
0003289,9811047
0003289,9912073
0003289,9903094
0003289,9909121
0003289,9805140
0003289,9709123
0003289,9911193
0003284,9606185
0003284,9905030
0003284,9905174
0003284,9906206
0003284,9612051
0003284,9909077
0003284,9702076
0003284,9509108
0003284,9711200
0003284,9811120
0003284,9802150
0003284,9906194
0003284,9903132
0003284,9910036
0003284,9803060
0003284,9610172
0003284,9803023
0003284,9607149
0003284,9612229
0003284,9903023
0003284,9605051
0003284,9808117
0003284,9605234
0003284,9809061
0003284,9805156
0003284,9803171
0003284,9805140
0003286,9911238
0003286,9408083
0003286,0002028
0003286,9412184
0003286,9612229
0003286,9905096
0003286,9903214
0003280,9905183
0003280,9510086
0003280,9508154
0003280,0002016
0003280,9309134
0003280,9809103
0003280,9712185
0003280,9902051
0003280,9904095
0003280,9412184
0003280,9809070
0003280,9907026
0003280,9712072
0003280,9803209
0003280,9611203
0003280,9911068
0003280,9812239
0003280,0003208
0003281,9804006
0003281,9704151
0003281,9711200
0003281,9702163
0003281,9806146
0003281,9802150
0003281,9911253
0003281,9803109
0003281,9803061
0003281,9803259
9802150,9702103
9802150,9711138
9802150,9702076
9802150,9708005
9802150,9802047
9802150,9703040
9802150,9802042
9711148,9201067
9711148,9411176
9711148,9209024
9711148,9203076
9711148,9412213
9711148,9506169
9711148,9612138
9711143,9603042
9711143,9604034
9711143,9708134
9711143,9612131
9711143,9706109
9711143,9608039
9711143,9706127
9711143,9708082
9711143,9611063
9711143,9508155
9711143,9701149
9711143,9611230
9711143,9505105
9711143,9706082
9711143,9705181
9711143,9706087
9711143,9709211
9711143,9705220
9711143,9701166
9711143,9707192
9711143,9708044
9711143,9708168
9711143,9709096
9711143,9708127
9711143,9708015
9711143,9711030
